address,lat,long
70 READE STREET,40.7154409,-74.0067132
269 WATER STREET,40.7084227,-74.0011975
110 READE STREET,40.7160364,-74.0084664
BEAVER STREET,40.7047471,-74.0093414
142 DUANE STREET,40.7160584,-74.0078531
MADISON STREET,40.7114694,-74.0004653
7 THOMAS STREET,40.7164757,-74.0057826
122 PARK ROW,40.7130861,-74.0019912
26 MOTT STREET,40.714571,-73.9985535
78 CATHERINE STREET,40.7107558,-73.9979043
35 MADISON STREET,40.712065,-73.9989431
82 BEAVER STREET,40.7052138,-74.0085335
CHATHAM SQUARE,40.7135143,-73.9981279
23 PELL STREET,40.7147494,-73.9983082
411 PEARL STREET,40.711291,-74.0016556
104 READE STREET,40.7159678,-74.0083113
79 PEARL STREET,40.7040856,-74.0104161
148 DUANE STREET,40.7162258,-74.0082247
1 CENTRE STREET,40.7129735,-74.0036757
21 PELL STREET,40.7147357,-73.9982324
19 PELL STREET,40.714722,-73.9981531
25 MADISON STREET,40.7119553,-73.9993183
83 PEARL STREET,40.7041761,-74.0102754
185 PARK ROW,40.7125262,-73.9998521
135 WEST BROADWAY,40.7167007,-74.0079975
52 CHAMBERS STREET,40.7128032,-74.0061574
11 CHATHAM SQUARE,40.7140989,-73.9979222
2 DOYERS STREET,40.7143679,-73.9978176
52 STONE STREET,40.7042201,-74.0102105
13 PELL STREET,40.714689,-73.9979222
60 THOMAS STREET,40.7166294,-74.0073626
233 BROADWAY,40.7124573,-74.0083289
58 STONE STREET,40.7043628,-74.0100374
19 PARK PLACE,40.7132807,-74.0084696
111 CHURCH STREET,40.7134618,-74.0088304
16 BOWERY,40.7145737,-73.9975471
10 BOWERY,40.7144228,-73.9976264
1 POLICE PLAZA,40.7122105,-74.0017963
40 WORTH STREET,40.7170768,-74.0069911
1 WILLIAM STREET,40.7047882,-74.0100303
287 BROADWAY,40.7147026,-74.0062405
45 PARK PLACE,40.7138377,-74.0099775
7 CHATHAM SQUARE,40.7140468,-73.998218
11 PARK PLACE,40.7131627,-74.0082279
9 SOUTH WILLIAM STREET,40.7045796,-74.0102719
21 PARK PLACE,40.713223,-74.0086175
69 MURRAY STREET,40.7147215,-74.0103059
67 BAYARD STREET,40.7153368,-73.9982901
65 BAYARD STREET,40.7153066,-73.9982036
64 READE STREET,40.7151884,-74.0065436
48 BEAVER STREET,40.7049556,-74.010409
51 MURRAY STREET,40.7143044,-74.0094149
57 MURRAY STREET,40.7144032,-74.0096566
59 BAYARD STREET,40.7152133,-73.9979547
50 PARK PLACE,40.713286,-74.0101362
1 HANOVER SQUARE,40.704511,-74.0098355
53 PARK PLACE,40.7140052,-74.0101543
66 READE STREET,40.7152405,-74.0066626
49 MURRAY STREET,40.7142742,-74.0093355
34 MULBERRY STREET,40.7147192,-73.9994012
51 MOTT STREET,40.7154658,-73.9987843
45 MOTT STREET,40.7153011,-73.9989611
122 DUANE STREET,40.715696199999996,-74.0070487
41 WARREN STREET,40.7143676,-74.0088882
21 SOUTH WILLIAM STREET,40.7043655,-74.0106361
15 WARREN STREET,40.7137995,-74.00764
103 MOSCO STREET,40.7143569,-73.9992822
81 WARREN STREET,40.715114,-74.010526
76 PEARL STREET,40.7037068,-74.0103367
275 GREENWICH STREET,40.7151716,-74.0109228
299 BROADWAY,40.7151775,-74.0059087
253 BROADWAY,40.7134317,-74.0074091
19 MOTT STREET,40.714335,-73.9990116
10 HANOVER SQUARE,40.7045688,-74.0088581
17 MOTT STREET,40.7142636,-73.999008
191 WORTH STREET,40.7139974,-73.9993002
71 WARREN STREET,40.7149384,-74.0101364
108 DUANE STREET,40.7154656,-74.0064859
17 MURRAY STREET,40.7136897,-74.0080476
24 WARREN STREET,40.7143649,-74.0078313
75 WALL STREET,40.7050409,-74.0081187
94 CHAMBERS STREET,40.7145406,-74.0075824
16 WARREN STREET,40.7142249,-74.0075211
PEARL STREET,40.7150623,-74.0027055
45 MURRAY STREET,40.7142001,-74.0091732
325 BROADWAY,40.7162287,-74.0049709
77 FRONT STREET,40.7038085,-74.007693
280 BROADWAY,40.7142333,-74.0056525
12 WARREN STREET,40.71417,-74.0074056
56 WARREN STREET,40.7149522,-74.0091552
354 BROADWAY,40.7169122,-74.0034486
40 FRANKLIN STREET,40.7169507,-74.0021067
41 MURRAY STREET,40.714148,-74.0090577
PIER 9,40.7022496,-74.007159
49 WARREN STREET,40.7145075,-74.0092021
37 CHAMBERS STREET,40.7138518,-74.0048048
124 CHAMBERS STREET,40.7151279,-74.0088703
114 CHAMBERS STREET,40.714933,-74.008441
374 BROADWAY,40.7177137,-74.0028138
343 BROADWAY,40.7169122,-74.0046715
100 WALL STREET,40.7052441,-74.0067554
65 WORTH STREET,40.7170549,-74.0056888
21 MURRAY STREET,40.7137583,-74.0081956
2 LAFAYETTE STREET,40.714022,-74.003903
110 CHAMBERS STREET,40.7148809,-74.0083292
50 WARREN STREET,40.7149357,-74.0088125
82 WALL STREET,40.7055323,-74.007585
38 WARREN STREET,40.7146832,-74.0085311
335 BROADWAY,40.716635,-74.0048663
79 LEONARD STREET,40.7175133,-74.0049097
33 WARREN STREET,40.7139971,-74.0084409
27 DUANE STREET,40.7132974,-74.0026946
60 WARREN STREET,40.7150071,-74.009332
160 PEARL STREET,40.7057217,-74.0074732
158 CHAMBERS STREET,40.7157783,-74.0102989
75 LEONARD STREET,40.7175874,-74.0050684
253 CHURCH STREET,40.7178619,-74.0053245
9 MURRAY STREET,40.7136019,-74.0078492
464 PEARL STREET,40.7138876,-74.000891
144 CHAMBERS STREET,40.7155395,-74.0097685
120 WATER STREET,40.7055295,-74.0073722
90 WEST BROADWAY,40.7154984,-74.0095846
70 FRANKLIN STREET,40.717947,-74.0041197
28 WARREN STREET,40.7144006,-74.0079107
22 MOTT STREET,40.7144393,-73.9985355
56 WILLIAM STREET,40.7070061,-74.0087213
148 CHAMBERS STREET,40.7156081,-74.0099201
139 CHAMBERS STREET,40.7158003,-74.0094259
145 CHAMBERS STREET,40.7158991,-74.009581
39 WHITE STREET,40.7184932,-74.0045815
55 WHITE STREET,40.7181995,-74.0039429
96 CHAMBERS STREET,40.7145763,-74.0076582
24 MOTT STREET,40.7145051,-73.9985391
90 FRANKLIN STREET,40.7182928,-74.0049566
62 WILLIAM STREET,40.7070967,-74.0084725
175 WEST BROADWAY,40.7177931,-74.007204
261 BROADWAY,40.7139395,-74.0069727
30 MOTT STREET,40.7147028,-73.9985751
153 CHAMBERS STREET,40.7160363,-74.0098913
56 PINE STREET,40.706836,-74.0083282
146 READE STREET,40.7167362,-74.0099743
154 READE STREET,40.7168624,-74.0102918
105 FRANKLIN STREET,40.7183037,-74.0059126
103 FRANKLIN STREET,40.7182598,-74.0058152
18 WARREN STREET,40.7142606,-74.0076004
32 MOTT STREET,40.7147686,-73.998586
26 WALL STREET,40.7073162,-74.0102687
25 PELL STREET,40.7147824,-73.9983767
3 DOYERS STREET,40.7142416,-73.9979944
156 READE STREET,40.7168954,-74.0103676
317 GREENWICH STREET,40.7170161,-74.0104542
188 DUANE STREET,40.7172687,-74.0102486
182 DUANE STREET,40.7170793,-74.0101187
138 READE STREET,40.7166155,-74.0097507
114 WARREN STREET,40.7162118,-74.0120809
116 FRANKLIN STREET,40.718795,-74.0061219
229 WEST BROADWAY,40.7192836,-74.0059848
149 FRANKLIN STREET,40.7190255,-74.0077597
25 LEONARD STREET,40.7186824,-74.0074963
73 HUDSON STREET,40.7183173,-74.0092062
81 HUDSON STREET,40.7185533,-74.0090836
92 CHAMBERS STREET,40.7145076,-74.0075067
88 CHAMBERS STREET,40.7144363,-74.0073515
46 WARREN STREET,40.7147738,-74.0087295
118 CHAMBERS STREET,40.7150208,-74.0086358
6 CHATHAM SQUARE,40.7140028,-73.9983335
100 BROADWAY,40.7079666,-74.01112
16 DOYERS STREET,40.7145902,-73.9980232
39 HARRISON STREET,40.7185339,-74.011028
41 HARRISON STREET,40.718479,-74.0110424
9 JAY STREET,40.7181525,-74.0095489
71 HUDSON STREET,40.7182486,-74.0092206
116 CHAMBERS STREET,40.7149852,-74.00856
111 MURRAY STREET,40.7154075,-74.012593
13 HARRISON STREET,40.7185093,-74.0097437
14 WALL STREET,40.7076263,-74.0107629
339 GREENWICH STREET,40.718265,-74.0101694
WARREN STREET,40.7152925,-74.0097938
17 PELL STREET,40.7147028,-73.9979944
55 HUDSON STREET,40.7177436,-74.0093107
75 BROADWAY,40.7081476,-74.0120578
329 GREENWICH STREET,40.7176804,-74.0102631
331 GREENWICH STREET,40.7177517,-74.0102451
5 HARRISON STREET,40.7185149,-74.0092603
173 FRANKLIN STREET,40.7191462,-74.0092965
86 WARREN STREET,40.7155696,-74.0104756
2 BOWERY,40.7142389,-73.9977166
115 BROADWAY,40.7089355,-74.0114701
10 PELL STREET,40.7148729,-73.9975759
14 JAY STREET,40.7178204,-74.0098086
12 HARRISON STREET,40.7189183,-74.0095165
143 CHAMBERS STREET,40.7158607,-74.0095053
90 TRINITY PLACE,40.708971,-74.0124656
155 CHAMBERS STREET,40.716072,-74.009967
12 PELL STREET,40.7149031,-73.9977094
157 DUANE STREET,40.716901,-74.0085855
84 THOMAS STREET,40.717159,-74.0085242
MARGINAL STREET,40.7229993,-74.0140628
178 FRANKLIN STREET,40.7195661,-74.009329
96 TRINITY PLACE,40.7092839,-74.0123358
61 NORTH MOORE STREET,40.7202331,-74.0093472
137 READE STREET,40.716308,-74.009941799999993
16 PELL STREET,40.7149388,-73.9978356
142 WEST BROADWAY,40.7171124,-74.008315
137 GREENWICH STREET,40.7095007,-74.0126532
134 WEST BROADWAY,40.716912,-74.008416
130 WEST BROADWAY,40.716772,-74.0084701
144 FRANKLIN STREET,40.7193906,-74.0075721
156 FRANKLIN STREET,40.7194345,-74.0080123
157 CHAMBERS STREET,40.7161598,-74.0101654
34 PELL STREET,40.71512,-73.9985715
112 LIBERTY STREET,40.7095941,-74.0120978
61 BAYARD STREET,40.7152572,-73.9980268
42 HUDSON STREET,40.7171919,-74.0087804
36 HUDSON STREET,40.7169998,-74.0088164
28 NORTH MOORE STREET,40.7196513,-74.0075902
20 NORTH MOORE STREET,40.7196266,-74.0073233
126 READE STREET,40.7164645,-74.0093899
108 GREENWICH STREET,40.7086058,-74.0136197
148 READE STREET,40.7167554,-74.0100609
57 BAYARD STREET,40.7151886,-73.9978753
105 READE STREET,40.7156549,-74.0085024
18 NORTH MOORE STREET,40.7196266,-74.0071501
226 WEST BROADWAY,40.7194291,-74.0064755
105 CHAMBERS STREET,40.7152789,-74.0079613
173 BROADWAY,40.7100088,-74.0101861
93 READE STREET,40.7154271,-74.008001
114 HUDSON STREET,40.7196568,-74.0083442
10 BEACH STREET,40.72014,-74.0062879
152 READE STREET,40.7168268,-74.0102161
49 BAYARD STREET,40.715098,-73.9975398
22 MAIDEN LANE,40.7091141,-74.009122
45 BAYARD STREET,40.7150815,-73.9973523
94 READE STREET,40.7157565,-74.0078459
8 BEACH STREET,40.7201153,-74.0061978
180 DUANE STREET,40.7170464,-74.0100429
53 LIBERTY STREET,40.7088423,-74.0093816
158 READE STREET,40.7168871,-74.0105083
58 MULBERRY STREET,40.7154109,-73.9992822
150 DUANE STREET,40.7162807,-74.0083474
147 DUANE STREET,40.7165964,-74.0080227
248 WEST BROADWAY,40.7200659,-74.0060174
9 NORTH MOORE STREET,40.7199204,-74.0063276
8 MAIDEN LANE,40.7093858,-74.0095729
31 NORTH MOORE STREET,40.7200548,-74.0076299
168 DUANE STREET,40.7168268,-74.0095667
62 MULBERRY STREET,40.7155783,-73.9992028
56 THOMAS STREET,40.7165607,-74.0072111
129 DUANE STREET,40.7164317,-74.0072039
9 MAIDEN LANE,40.7096575,-74.0092627
58 THOMAS STREET,40.7165964,-74.0072868
79 CHAMBERS STREET,40.7147383,-74.0067131
27 NORTH MOORE STREET,40.720214,-74.0074676
25 NORTH MOORE STREET,40.7200027,-74.0071357
184 DUANE STREET,40.7171726,-74.0101584
66 MULBERRY STREET,40.7157128,-73.9991415
176 BROADWAY,40.7098304,-74.0095044
83 BAYARD STREET,40.7156058,-73.9989503
277 BROADWAY,40.7144336,-74.0064642
4 WHITE STREET,40.7194867,-74.005772
170 DUANE STREET,40.716868,-74.0096569
182 BROADWAY,40.7100198,-74.009371
91 CHAMBERS STREET,40.7149551,-74.0072578
23 AVENUE OF THE AMER,40.7198024,-74.0054979
11 AVENUE OF THE AMER,40.7195499,-74.0053932
176 DUANE STREET,40.716975,-74.0098878
77 BAYARD STREET,40.7155646,-73.9987266
74 READE STREET,40.7153695,-74.0069945
59 MAIDEN LANE,40.7086585,-74.0079821
118 DUANE STREET,40.7156221,-74.0068863
38 WHITE STREET,40.7189049,-74.004329
321 GREENWICH STREET,40.7171067,-74.0104217
41 MOTT STREET,40.7151721,-73.9990333
291 BROADWAY,40.7149551,-74.0060854
56 NASSAU STREET,40.7091224,-74.0084799
106 DUANE STREET,40.7154135,-74.0063741
291 CHURCH STREET,40.7190257,-74.00443
293 CHURCH STREET,40.7190614,-74.0043506
27 HARRISON STREET,40.718652,-74.0107286
11 MOTT STREET,40.7140303,-73.9989936
44 JOHN STREET,40.7090949,-74.0081481
105 DUANE STREET,40.7158197,-74.0059773
295 CHURCH STREET,40.7191272,-74.004347
297 CHURCH STREET,40.7191794,-74.0043037
27A HARRISON STREET,40.7186629,-74.0108188
22 THOMAS STREET,40.716075,-74.0061505
75 MAIDEN LANE,40.7077583,-74.0074374
317 BROADWAY,40.7158115,-74.0053208
31 WALKER STREET,40.719259,-74.0042352
9 MOTT STREET,40.713937,-73.9989611
31 HARRISON STREET,40.7186904,-74.0109703
5 MOTT STREET,40.7138491,-73.9989503
315 BROADWAY,40.7157374,-74.0053857
35 WALKER STREET,40.7191492,-74.004163
116 JOHN STREET,40.7074674,-74.0058936
49 WALKER STREET,40.7188747,-74.0036255
59 WALKER STREET,40.7187073,-74.0032323
37 HARRISON STREET,40.7185916,-74.0110136
197 WORTH STREET,40.7138876,-73.999192
321 BROADWAY,40.7160476,-74.0051224
4951 CHAMBERS STREET,40.714,-74.0051367
112 JOHN STREET,40.7076678,-74.0059549
306 BROADWAY,40.7155645,-74.0045885
60 WHITE STREET,40.7184795,-74.0034848
181 DUANE STREET,40.7175541,-74.0101332
20 MULBERRY STREET,40.714173,-73.9993399
160 WATER STREET,40.7068032,-74.0058791
20 CARDINAL HAYES PLACE,40.7133386,-74.0024168
46 WALKER STREET,40.7193112,-74.0035137
40 WALKER STREET,40.7194182,-74.0037482
333 GREENWICH STREET,40.7178258,-74.0102884
111 WORTH STREET,40.7160559,-74.0034919
39 PEARL STREET,40.713657,-74.0023122
175 WATER STREET,40.7063613,-74.0051289
313 CHURCH STREET,40.7196762,-74.0038673
151 MAIDEN LANE,40.7057465,-74.0050711
90 WHITE STREET,40.7176204,-74.0017496
88 WHITE STREET,40.7177028,-74.0018253
335 GREENWICH STREET,40.7179247,-74.0102054
360 BROADWAY,40.7171867,-74.003344
474 PEARL STREET,40.7143048,-74.0015691
196 PARK ROW,40.7136515,-73.9998774
161 FRONT STREET,40.7058975,-74.0049557
12 MOTT STREET,40.7141099,-73.9986004
402 BROADWAY,40.7186552,-74.0021248
8 JAY STREET,40.7178039,-74.0096715
356 BROADWAY,40.7169781,-74.0033945
34 MOTT STREET,40.7148537,-73.9986761
163 FRONT STREET,40.7058261,-74.0047718
29 PELL STREET,40.7148455,-73.9984994
404 BROADWAY,40.718743,-74.0020454
416 BROADWAY,40.7190642,-74.0017532
177 DUANE STREET,40.7175926,-74.0099997
81 WHITE STREET,40.7174585,-74.0023881
15 DOYERS STREET,40.714593,-73.9982685
PIER-15 SOUTH STREET,40.7045938,-74.0032641
11 DOYERS STREET,40.7144557,-73.9982613
9 DOYERS STREET,40.7143404,-73.9982252
262 CANAL STREET,40.7185152,-74.0011508
254 CANAL STREET,40.7183945,-74.0009704
84 WALKER STREET,40.7183341,-74.0013997
155 DUANE STREET,40.7168104,-74.0085531
77 WHITE STREET,40.7175161,-74.0025071
74 LEONARD STREET,40.717269,-74.0054075
13 CHATHAM SQUARE,40.7141044,-73.9977996
82 WALKER STREET,40.7183725,-74.0014754
111 READE STREET,40.7157454,-74.0087008
95 SOUTH STREET,40.7054419,-74.0014824
97 READE STREET,40.7155341,-74.0082318
66 LEONARD STREET,40.7173486,-74.0056492
5 CHATHAM SQUARE,40.7139754,-73.9984453
10 DOYERS STREET,40.7144996,-73.9980449
244 CANAL STREET,40.7180212,-74.000386
242 CANAL STREET,40.71798,-74.0003211
97 FRANKLIN STREET,40.7180458,-74.005256
2 FULTON STREET,40.7067703,-74.0039675
18 PELL STREET,40.714958,-73.9979222
24 PELL STREET,40.7150211,-73.9981675
79 BAXTER STREET,40.7164622,-73.9996898
83 BAXTER STREET,40.7166186,-73.9995924
92 READE STREET,40.7157236,-74.0077701
112 READE STREET,40.7160748,-74.0085494
91 FRANKLIN STREET,40.7179085,-74.0050468
89 BAXTER STREET,40.7167723,-73.9994986
64 FULTON STREET,40.70873,-74.0053527
83 MULBERRY STREET,40.716561,-73.9992172
144 DUANE STREET,40.716116,-74.0079794
75 FRANKLIN STREET,40.7176807,-74.004466
30 PELL STREET,40.715087,-73.9984525
36 PELL STREET,40.715076,-73.9986978
27 CLIFF STREET,40.708505,-74.0053671
42 MOTT STREET,40.7152215,-73.9986076
53 BAYARD STREET,40.7151529,-73.9977058
104 BAYARD STREET,40.7162892,-73.9997403
86 MULBERRY STREET,40.7165472,-73.9986364
176 CHURCH STREET,40.7156687,-74.0076511
359 BROADWAY,40.7174035,-74.0040727
38 GOLD STREET,40.708623,-74.0058757
349 BROADWAY,40.7171318,-74.0043072
28 BOWERY,40.7150266,-73.9971791
65 MOTT STREET,40.7161822,-73.9984525
202 CANAL STREET,40.7168025,-73.9985823
100 READE STREET,40.7158443,-74.0080371
136 WILLIAM STREET,40.7092405,-74.0064384
20 BOWERY,40.7147933,-73.9973847
30 MULBERRY STREET,40.7145381,-73.9993796
72 BAYARD STREET,40.7157293,-73.9982469
132 DUANE STREET,40.7159075,-74.0075176
95 FRANKLIN STREET,40.7179717,-74.0051442
138 WILLIAM STREET,40.7093311,-74.0063482
32 MULBERRY STREET,40.714604,-73.9993868
40 MULBERRY STREET,40.71484,-73.999412
164 CANAL STREET,40.7163469,-73.9973594
62 BAYARD STREET,40.7155921,-73.9978573
106 FULTON STREET,40.7096,-74.0070516
46 BOWERY,40.7158034,-73.996959
131 DUANE STREET,40.7163768,-74.0074564
80 FRANKLIN STREET,40.7181062,-74.0044624
42 MULBERRY STREET,40.7149278,-73.9994192
81 BAYARD STREET,40.7155783,-73.9988745
2 ELIZABETH STREET,40.7154301,-73.9971719
145 DUANE STREET,40.7165881,-74.0079217
82 FRANKLIN STREET,40.7181391,-74.0045382
86 NASSAU STREET,40.7099349,-74.007838
273 CHURCH STREET,40.7184136,-74.0048628
47 MOTT STREET,40.7153972,-73.9989106
76 BOWERY,40.7168656,-73.9960824
120 FULTON STREET,40.7099129,-74.0075711
74 BOWERY,40.7168162,-73.9961618
116 DUANE STREET,40.7155699,-74.0067709
39 MOTT STREET,40.7151145,-73.9990729
114 FULTON STREET,40.7098141,-74.0073799
33 MOTT STREET,40.7149937,-73.9991126
105 MOSCO STREET,40.7143624,-73.9992136
70 BOWERY,40.7167283,-73.9962375
64 BOWERY,40.7165527,-73.9962772
58 READE STREET,40.7150814,-74.0063632
373 BROADWAY,40.7179553,-74.003593
365 BROADWAY,40.7177192,-74.0037914
59 ELIZABETH STREET,40.7174722,-73.9966163
1 PARK ROW,40.7111755,-74.0081231
41 ELIZABETH STREET,40.7170221,-73.9969698
18 THOMAS STREET,40.7160174,-74.0059918
377 BROADWAY,40.718076,-74.003492
21 MOTT STREET,40.7144118,-73.999026
15 MOTT STREET,40.7141895,-73.9990044
113 NASSAU STREET,40.7108763,-74.0073692
55 MULBERRY STREET,40.7151392,-74.0000072
80 CENTRE STREET,40.7150953,-74.0011868
177 CANAL STREET,40.7169178,-73.9973125
179 CANAL STREET,40.7169397,-73.9973811
311 BROADWAY,40.7156468,-74.0054615
88 FRANKLIN STREET,40.7182297,-74.004733
158 HESTER STREET,40.7175628,-73.9969554
305 BROADWAY,40.7155316,-74.0056021
17 ANN STREET,40.7109559,-74.0077732
39 WORTH STREET,40.7176449,-74.0069551
75 CENTRE STREET,40.7156689,-74.002352
93 CENTRE STREET,40.7163277,-74.0018217
53 ELIZABETH STREET,40.7173048,-73.9967966
25 ANN STREET,40.7107446,-74.0074413
102 MULBERRY STREET,40.7172307,-73.9983154
110 MULBERRY STREET,40.7174201,-73.9980989
8 THOMAS STREET,40.7158417,-74.0055805
35 WORTH STREET,40.7176834,-74.0071391
111 CENTRE STREET,40.7168162,-74.0014321
109 LEONARD STREET,40.7166543,-74.002738
167 WILLIAM STREET,40.7102835,-74.0059696
54 FRANKLIN STREET,40.7172581,-74.0026695
122 MULBERRY STREET,40.7178098,-73.9979546
124 MULBERRY STREET,40.7178537,-73.9979257
290 BROADWAY,40.7147191,-74.0049924
118 NASSAU STREET,40.7107501,-74.0068606
372 BROADWAY,40.7175985,-74.0029148
83 WORTH STREET,40.7168463,-74.0052018
117 MOTT STREET,40.7177988,-73.9974532
115 MOTT STREET,40.7177384,-73.9974892
14 READE STREET,40.7143925,-74.0047832
56 LEONARD STREET,40.7176505,-74.0062444
122 NASSAU STREET,40.7108215,-74.0067632
73 LEONARD STREET,40.7176423,-74.0051875
103 MOTT STREET,40.7173954,-73.9977021
128 PARK ROW,40.7132041,-74.0015006
164 WILLIAM STREET,40.7101161,-74.0056594
102 FRANKLIN STREET,40.7185892,-74.005505
71 LEONARD STREET,40.7176752,-74.0052596
69 LEONARD STREET,40.7177219,-74.0053859
180 HESTER STREET,40.7179965,-73.9978897
113 BAXTER STREET,40.7177687,-73.9988817
100 PARK ROW,40.7129818,-74.0023807
168 WILLIAM STREET,40.7102479,-74.0056053
104 FRANKLIN STREET,40.7186276,-74.0055807
71 FRANKLIN STREET,40.7176313,-74.0043577
119 MULBERRY STREET,40.7178345,-73.9984272
47 BEEKMAN STREET,40.7099707,-74.0054934
203 CANAL STREET,40.7173734,-73.9986112
PARK ROW,40.7137009,-74.0003824
106 FRANKLIN STREET,40.7186633,-74.0056601
85 LEONARD STREET,40.7174557,-74.0046968
60 GOLD STREET,40.7090896,-74.005075
279 CHURCH STREET,40.7185947,-74.0047186
281 CHURCH STREET,40.7186579,-74.0046717
41 WHITE STREET,40.7184575,-74.0045021
247 CANAL STREET,40.7185537,-74.0001804
275 CANAL STREET,40.7192618,-74.0011977
424 BROADWAY,40.7195692,-74.0013672
1 CHATHAM SQUARE,40.7138299,-73.9985102
10 MOTT STREET,40.7140577,-73.9985824
217 WEST BROADWAY,40.7190091,-74.0060858
206 WATER STREET,40.7075252,-74.0036682
9 WHITE STREET,40.7190421,-74.0057648
43 WHITE STREET,40.7184026,-74.004383
336 CANAL STREET,40.7201977,-74.0033911
119 SOUTH STREET,40.7073221,-74.0015906
322 CANAL STREET,40.7199397,-74.0030267
304 CANAL STREET,40.7196351,-74.0026623
28 MOTT STREET,40.7146369,-73.9985643
84 HUDSON STREET,40.7186961,-74.0084956
57 WORTH STREET,40.717354,-74.0063201
177 WEST BROADWAY,40.7178398,-74.0070958
113 SOUTH STREET,40.7072288,-74.0018287
59 LEONARD STREET,40.7180677,-74.0058007
45 LISPENARD STREET,40.7197723,-74.0030123
10 CHATHAM SQUARE,40.7140577,-73.9980124
10 LEONARD STREET,40.7185808,-74.0082575
146 BEEKMAN STREET,40.707075,-74.0024671
23 LEONARD STREET,40.7187154,-74.0075721
111 FRANKLIN STREET,40.7183833,-74.0060894
51 LEONARD STREET,40.7181253,-74.0062481
350 CANAL STREET,40.7204722,-74.0040982
3 LISPENARD STREET,40.720667,-74.004863
4 DOYERS STREET,40.7144365,-73.9979006
213 FRONT STREET,40.707248,-74.0022831
11 PELL STREET,40.7146259,-73.9978717
139 FRANKLIN STREET,40.7189212,-74.0073196
108 FRANKLIN STREET,40.7187182,-74.0057792
114 FRANKLIN STREET,40.7188088,-74.005974
285 WEST BROADWAY,40.7208482,-74.004643
374 CANAL STREET,40.7209004,-74.0044085
136 BEEKMAN STREET,40.7074868,-74.0027953
7 LISPENARD STREET,40.7205874,-74.0046502
225 WEST BROADWAY,40.7192177,-74.0060281
13 WHITE STREET,40.7189543,-74.0055663
9 PELL STREET,40.7146012,-73.9977888
155 FRANKLIN STREET,40.71902,-74.0081493
260 WEST BROADWAY,40.7205846,-74.005718
130 BEEKMAN STREET,40.7076295,-74.0028097
HUDSON STREET,40.7212131,-74.007464100000007
18 BOWERY,40.7146341,-73.9975038
15 LEONARD STREET,40.7188745,-74.0079725
98 FRANKLIN STREET,40.7189296,-74.0053968
300 PEARL STREET,40.7090403,-74.0017025
112 FRANKLIN STREET,40.7187704,-74.0058946
7 WORTH STREET,40.7181938,-74.008142
79 LAIGHT STREET,40.7220829,-74.0111224
426 GREENWICH STREET,40.7223657,-74.0099824
14 BOWERY,40.7145161,-73.997590400000007
75 HUDSON STREET,40.7183886,-74.0091882
FRONT STREET,40.707882,-74.0008079
77 HUDSON STREET,40.718471,-74.009098
1 WORTH STREET,40.7183091,-74.0084522
260 WEST STREET,40.7227361,-74.0112127
92 LAIGHT STREET,40.7225824,-74.010989
