long,lat
-73.92640556921117,40.87762147653734
-73.92635080268256,40.87759232046263
-73.92629680992587,40.877565027875676
-73.92631001739215,40.877550634384654
-73.92630253569119,40.877537431404974
-73.92629743588128,40.877523590032176
-73.92629456200272,40.87750609001859
-73.92629548795446,40.87748846858917
-73.9263001889237,40.8774711978901
-73.92630853895058,40.87745474066974
-73.92632031430331,40.87743953787994
-73.92633519947324,40.877425996861234
-73.92635279562853,40.877414480428804
-73.92637263130061,40.87740529715128
-73.92639417501643,40.877398693083215
-73.92642113923337,40.87736696611379
-73.92644105063069,40.87733236743737
-73.92645339373497,40.877295792776586
-73.92645784900961,40.87725818900872
-73.92644013595422,40.87721840483471
-73.92641433057624,40.877181257963386
-73.92638108672395,40.87714768959172
-73.926341246712,40.877118550246216
-73.92629581997876,40.877094578233475
-73.92624595751,40.87707638093424
-73.92619292267656,40.87706441941438
-73.926138059225,40.87705899674332
-73.926082757232,40.87706025031543
-73.92597565608362,40.877054867485995
-73.9258683405744,40.877056446824994
-73.92576159481544,40.877064976792845
-73.92565619875545,40.87708039506447
-73.92555292248268,40.87710258898464
-73.92545252059888,40.877131396390965
-73.92535572670627,40.87716660679872
-73.92526324804801,40.87720796293848
-73.92517576034099,40.87725516263565
-73.92516882144956,40.877283362026866
-73.92515750246181,40.87731073231322
-73.92513804759571,40.87734237260993
-73.92511275426297,40.87737153750396
-73.92508215701339,40.87739761061557
-73.92507323779468,40.87739347790379
-73.92502681080508,40.877371962297325
-73.92496239614447,40.87739363723737
-73.92489567890478,40.877410837533446
-73.92482719737033,40.87742342441073
-73.92474202521332,40.87743239083075
-73.92465607179324,40.8774342276077
-73.92457036990588,40.877428912671306
-73.92448594932449,40.8774165098846
-73.9244038244252,40.87739716827634
-73.92400505009958,40.87731744315926
-73.92386147764299,40.87727006407539
-73.92381973555328,40.87726181172175
-73.92377681206973,40.87725857512491
-73.92373374678053,40.87726043267393
-73.92369158270816,40.877267339379706
-73.92365134104874,40.87727912796487
-73.92361399643951,40.87729551291475
-73.92354823367553,40.87730137973704
-73.92329476733927,40.877264435459786
-73.92318658338192,40.877216745848294
-73.92312291445765,40.87718867791131
-73.92309889663511,40.877166768033064
-73.92307297768275,40.877142167138004
-73.92299898839471,40.87710057903377
-73.92299761359311,40.87709621247488
-73.9229691498885,40.87705947937177
-73.92292375203769,40.877034386156964
-73.92290511691816,40.877026377851045
-73.92285992854842,40.8770125221739
-73.92283147429004,40.877005969095464
-73.92281051453212,40.87700495764832
-73.92280311153735,40.8770133728903
-73.92279447112551,40.8770047976539
-73.92280735015112,40.87699041690631
-73.92281246559958,40.876979082558606
-73.92279410684482,40.876976006120465
-73.9227755254017,40.87697159722228
-73.92275159485158,40.87695376215147
-73.92271506279329,40.876931818016566
-73.92267110341206,40.876919866146146
-73.92264377370493,40.87691635230169
-73.92262222332906,40.87693206371374
-73.92261955902781,40.87691702709938
-73.92260901773841,40.87691449546374
-73.92259596880972,40.876921233689544
-73.92258515626513,40.876913780052625
-73.92258024072252,40.87690617725504
-73.9225838472563,40.87689634173583
-73.92257719528716,40.876895676898904
-73.92258179872628,40.87687809027022
-73.9225914872035,40.87686583293415
-73.92256855100507,40.87685691874119
-73.9225378620706,40.876871310460274
-73.9224923463615,40.87684892935579
-73.92247689081131,40.87683204457962
-73.92242340024214,40.876801464722156
-73.92241708393777,40.87678589141786
-73.92239768169318,40.876780223141196
-73.92238754641629,40.87676323220283
-73.92237669315722,40.87675893498174
-73.92237632196876,40.876747937368506
-73.92237521199623,40.87655685524591
-73.92238115447897,40.87636582450281
-73.92239414469222,40.87617499507224
-73.92241417237987,40.87598451672793
-73.92244122176284,40.875794538966765
-73.92243956683716,40.87574312164968
-73.92244468226002,40.87569183576379
-73.92245651691327,40.87564119365058
-73.92247495255484,40.87559170121923
-73.92249980500063,40.87554385289261
-73.9225508217436,40.87543488925209
-73.92259328613332,40.87532383207554
-73.92262705047781,40.87521106773478
-73.92265199735482,40.87509698853892
-73.9226680400197,40.874981991369474
-73.92267512270658,40.874866476299594
-73.92267322082176,40.87475084520202
-73.92266234102861,40.87463550035121
-73.9226425212237,40.87452084302365
-73.92261383040437,40.87440727210196
-73.92257636842808,40.8742951826872
-73.92253026566428,40.87418496472456
-73.92247568254044,40.87407700164669
-73.92241280898335,40.873971669040046
-73.92234186375782,40.87386933333833
-73.92226309370528,40.87377035054786
-73.92217677288461,40.87367506500938
-73.92208320161839,40.873583808200074
-73.92198270544792,40.8734968975809
-73.92187563400041,40.87341463549212
-73.9217623597727,40.87333730810191
-73.92164327683523,40.87326518441098
-73.92151879946123,40.873198515316965
-73.9213893606856,40.87313753274178
-73.92125541079864,40.87308244882503
-73.92111741577975,40.873033455186224
-73.92108868294105,40.87303639315577
-73.92105969060032,40.87303637332695
-73.92103096478291,40.87303339605951
-73.92097343965132,40.87301804989405
-73.92091406868286,40.873007505814115
-73.92085354538541,40.87300188698426
-73.9207925767263,40.873001259037494
-73.92073187487485,40.873005629308835
-73.92072984143732,40.873008314475626
-73.92072725233675,40.87301070824236
-73.92072417850994,40.87301274502401
-73.92072070417441,40.87301436901623
-73.92071692452095,40.87301553572445
-73.9207129431055,40.87301621318289
-73.92070886901202,40.87301638283034
-73.92070481386365,40.87301604001874
-73.92068931274706,40.873011840960565
-73.92068358978413,40.87300439616566
-73.92065921317118,40.873005648561566
-73.92063787635503,40.87299879024725
-73.92060389439712,40.87299108511298
-73.92056972286974,40.87299520544232
-73.92055602106613,40.8729987739631
-73.92052553083964,40.8730169898392
-73.92049019600587,40.873032195837204
-73.92045784203486,40.87304447139191
-73.9204255346232,40.87305452980495
-73.92038723144248,40.873072666714165
-73.92035690847125,40.87307978578126
-73.92032849534041,40.87308988035923
-73.92030192340006,40.87310590583981
-73.92029230572716,40.873098416622575
-73.92027634052187,40.87310597879865
-73.9202576798145,40.87312122639742
-73.92022383019847,40.87314980501197
-73.92019427081465,40.87316590077222
-73.92016846718043,40.873168395934556
-73.9201507881323,40.87318212694078
-73.92013405705723,40.873192834478274
-73.92012536070159,40.87320874882355
-73.9201036874965,40.87322176123279
-73.92008500471884,40.873234746057314
-73.9200634350377,40.87325378750955
-73.92004996719791,40.87328332920573
-73.92001877553855,40.87332357723031
-73.91999041526303,40.8733539934522
-73.919981386561,40.87338084897371
-73.91997170909961,40.87339827820554
-73.91995797828982,40.87340971350662
-73.91995560487737,40.873450465638996
-73.91996685684585,40.873471491190784
-73.9199601469089,40.873487387635336
-73.91996152695478,40.87351302125862
-73.91996579612291,40.873532601103264
-73.91995200889602,40.87354101224239
-73.91994924637883,40.873555376077576
-73.91994462466532,40.873578038540785
-73.91992890927838,40.873590244238876
-73.91992699169874,40.87359479249294
-73.91991209834836,40.87359567589215
-73.91990536325105,40.87361081913316
-73.91987352155937,40.873608081986625
-73.91982885231022,40.87361073199782
-73.91979301672357,40.873606512660395
-73.91979277649075,40.87364631105558
-73.91983229914742,40.87365245042055
-73.91987188079325,40.87364883680236
-73.91989957882097,40.87364893292399
-73.9199252575708,40.87365427378225
-73.9199419807086,40.87366934602072
-73.91995774794785,40.87367916324077
-73.91995366404541,40.87370092413403
-73.91994859388575,40.87372192362183
-73.91995447494178,40.87373020567337
-73.9199593435105,40.8737444858466
-73.91996224003232,40.87375575979526
-73.91996707895036,40.87377304095113
-73.91997384763376,40.87379784119846
-73.91998163534996,40.87381964500133
-73.91997464566957,40.87382938160573
-73.91998543966983,40.87384443330844
-73.91999878749603,40.87384560517077
-73.92012987176473,40.873923390700995
-73.92014481681734,40.87390542651687
-73.92017044204994,40.873919780345076
-73.92015549479687,40.8739377421856
-73.92019591546114,40.873961159343565
-73.92021382177701,40.87394395590922
-73.92024139479356,40.87396281843666
-73.920222508849,40.87397851650823
-73.92029151637327,40.87401629602322
-73.92035164809805,40.87405104424435
-73.92040584540692,40.874084269914334
-73.92044131562396,40.87410691011835
-73.92047377562704,40.87413705928908
-73.92049985349439,40.87416005032809
-73.92054444499219,40.87414518290123
-73.92057687274608,40.874180583190025
-73.92060639037798,40.87420696304533
-73.92062699165689,40.87423481112875
-73.92076966714163,40.87417738586543
-73.92078761461627,40.87417891108442
-73.92080255630358,40.87419405886667
-73.92080751306925,40.87421526009998
-73.92066084429207,40.87427874347147
-73.92066980301337,40.874296911781194
-73.92068572694208,40.874323415115725
-73.92069665918822,40.874348401449375
-73.9207110741238,40.87438739373968
-73.92070010598987,40.87439193360941
-73.92071604571973,40.87440632505262
-73.920724984446,40.87443055482087
-73.92074290853492,40.874451755581866
-73.92075785117537,40.874466146501845
-73.92075483429569,40.87448961202713
-73.92076677770562,40.87451081688582
-73.92078070500612,40.87453125853105
-73.92078169241672,40.87453958877672
-73.92079265694507,40.87454716950527
-73.9207886511,40.87456306014473
-73.92080359467646,40.87457669452623
-73.92079957959798,40.87459107343407
-73.9208095443194,40.87460092273838
-73.920816504827485,40.87461379460432
-73.92081649581905,40.874621359089325
-73.92082945415417,40.87462894101476
-73.92084240240095,40.87464333105762
-73.92083940266562,40.87465241443042
-73.9208433742822,40.87466452838157
-73.92085235584504,40.874663778679036
-73.92086879559811,40.874676279948744
-73.9208827322132,40.87468839252237
-73.92088671102695,40.87470429684725
-73.92089167392989,40.87472095067336
-73.92090561548792,40.8747391235515
-73.92091956358946,40.874751244337034
-73.92092254079135,40.87476184470559
-73.92091453517752,40.87478001075019
-73.92091551002892,40.87479817524271
-73.92092349157232,40.87479969361027
-73.92092746229665,40.87481332045576
-73.92093841813043,40.874827708452024
-73.92094736912182,40.87484285160674
-73.92097230770965,40.87484135578914
-73.92098723992642,40.87486407674107
-73.92098721924157,40.874881483515665
-73.92100015808849,40.874895124706875
-73.92101610565857,40.8749027006161
-73.92103202290929,40.87493450766608
-73.9210549369237,40.87496025919653
-73.92108133530792,40.874978061804384
-73.92111420160494,40.8750136625935
-73.9211400938498,40.87504849286097
-73.92115600330548,40.8750772747615
-73.92116695696897,40.875094688530055
-73.92117492688543,40.87510604933723
-73.92117491342302,40.87511740519372
-73.92118186508978,40.87513784085064
-73.92116988845747,40.87514389297378
-73.92116987769629,40.87515296968481
-73.92117284868017,40.87516811912251
-73.92116885342615,40.875175680213744
-73.92116984179307,40.87518325291779
-73.9211578766525,40.87518853980348
-73.92115986015382,40.87519611486268
-73.92114389543805,40.875203667272665
-73.92114588498158,40.875206704814666
-73.92113391038937,40.8752097212554
-73.92113190442409,40.875221831110146
-73.92112690618703,40.87523469595513
-73.92111094462027,40.875238467206415
-73.92110394084423,40.87525284290738
-73.92111290364167,40.87526723019338
-73.92110691408514,40.87527631152832
-73.92110491037762,40.87528539676054
-73.92107996422347,40.875292943523704
-73.92106199576547,40.87530883400246
-73.92105700109656,40.87531942020211
-73.92103602209791,40.87534362880264
-73.92102403531771,40.87536784422347
-73.92101105768872,40.87537692077082
-73.92099010857675,40.87538523549416
-73.92097812109444,40.87540036481031
-73.92096913044011,40.87541852197353
-73.92095515364723,40.87542911072828
-73.92093020805645,40.875437423205824
-73.92092920057641,40.87544649923346
-73.92091823046647,40.875453308385055
-73.92091322183163,40.87546466031516
-73.92090325515427,40.87546616638255
-73.92089428451295,40.87545783116996
-73.9208755919967,40.875463950023224
-73.92081002773767,40.87545382051704
-73.92066483796155,40.875394349224244
-73.92060056857913,40.87541126787583
-73.92052514633626,40.87540909528916
-73.92048049143374,40.875375138489346
-73.92048053454303,40.87533909247949
-73.91970122194617,40.87499425471047
-73.9195544042211,40.87495155688794
-73.91941080719889,40.87490295653383
-73.91927084240237,40.8748485929302
-73.91913491094208,40.87478862187559
-73.91900340236651,40.87472321523817
-73.91887669354561,40.87465256046317
-73.91886873676603,40.87464804140583
-73.91886187407479,40.874642585790376
-73.91885629444904,40.874636343847776
-73.91885215153415,40.87462948746191
-73.91884955941276,40.8746222054365
-73.91884858946337,40.87461469829602
-73.91884926839482,40.87460717276383
-73.9188515775109,40.874599836069706
-73.91885545322523,40.874592890243306
-73.91886078881231,40.87458652655097
-73.91886743734639,40.87458092022883
-73.91887521574743,40.87457622565736
-73.91894403383257,40.87452125345241
-73.91900697762074,40.874462364582094
-73.91906366160171,40.87439991973659
-73.91911373860908,40.874334301385034
-73.91915690194635,40.87426591143291
-73.919192887265055,40.8741951687602
-73.91922147418344,40.87412250665571
-73.91924248763574,40.87404837016302
-73.9192602916112,40.873929393798605
-73.91926972630648,40.8738098667051
-73.91927076501067,40.873690127852136
-73.91927006009313,40.87368347256541
-73.91927083116309,40.873676821506635
-73.91927305650839,40.87367036195596
-73.91927667346748,40.87366427580101
-73.91928158019392,40.87365873441527
-73.91928763852418,40.87365389383267
-73.91929467786812,40.87364989035391
-73.91928143993448,40.87363277400061
-73.91927373077753,40.87363712365839
-73.91926530439959,40.873640623870756
-73.91925632214708,40.87364320761636
-73.9192469560103,40.873644825422204
-73.91922348853983,40.873640709097394
-73.91920102746394,40.87363410783723
-73.91918002692606,40.87362515511361
-73.91916948292406,40.87361953862619
-73.91916029061512,40.87361268909599
-73.91915269740748,40.873604790876406
-73.91914690766973,40.87359605654594
-73.91914307723034,40.873586721186776
-73.91914130918371,40.87357703605739
-73.9191416511154,40.87356726183028
-73.91914085491291,40.87354636755794
-73.9191359370458,40.873525800580225
-73.91912700889449,40.873506026684936
-73.91911427266133,40.87348749369818
-73.91909801679091,40.87347062134246
-73.91909798935487,40.873469602018794
-73.91909773075793,40.87346860155722
-73.9190972487483,40.873467649933964
-73.91909655776819,40.87346677566198
-73.919095678521,40.87346600493658
-73.91909463735115,40.87346536085059
-73.91909346545462,40.87346486270236
-73.91909219794425,40.873464525417624
-73.91909087279777,40.873464359102265
-73.91908952971973,40.873464368739484
-73.91908820895203,40.873464554040524
-73.91908695006808,40.87346490945333
-73.9190857907871,40.87346542432886
-73.91908476584392,40.873466083240196
-73.91908169957107,40.87346742606741
-73.91907839452539,40.87346838868456
-73.9190749319125,40.873468947439974
-73.91907139680949,40.87346908860493
-73.91906787607451,40.873468808710925
-73.91906445621272,40.87346811463506
-73.91906122125081,40.87346702343091
-73.91905825067242,40.87346556190958
-73.91905851705714,40.87346442184258
-73.91905852797896,40.873463264012365
-73.91905828312896,40.873462121166696
-73.91905778943246,40.873461025629545
-73.91905706085302,40.8734600083868
-73.91905611799764,40.87345909820986
-73.91905498753377,40.87345832084195
-73.91905370143517,40.87345769826994
-73.91905229607751,40.87345724810246
-73.91905081120953,40.87345698307198
-73.91904928882889,40.8734569106745
-73.91904777199414,40.87345703295771
-73.91904630360709,40.873457346463
-73.91904492519916,40.87345784232325
-73.9190436757569,40.8734585065137
-73.91903629227293,40.873458236905996
-73.91902906127683,40.873457072114036
-73.91902216989423,40.8734550422806
-73.91901579646218,40.8734521999343
-73.91901010591397,40.8734486186301
-73.91900524551099,40.87344439104594
-73.91900013001664,40.873438082768345
-73.91899383049642,40.87343242531403
-73.91898648831258,40.873427545636986
-73.91897826822483,40.87342355323773
-73.91896935469298,40.873420537706146
-73.91895994773775,40.873418566711166
-73.91895025845224,40.87341768448204
-73.91894359567708,40.873416889277834
-73.9189372048706,40.87341525284443
-73.91893126896963,40.87341282202476
-73.9189259578893,40.87340966640104
-73.91892142365919,40.873405876302975
-73.91891779607144,40.873401560222106
-73.91891647507191,40.87339417871254
-73.91891667312137,40.87338673092385
-73.91891838545848,40.8733793958906
-73.91892157092056,40.87337234993683
-73.91892615293308,40.87336576243738
-73.91893202135053,40.8733597917465
-73.91893903510405,40.873354581391226
-73.91894702559273,40.87335025662107
-73.9189490208143,40.87334989087115
-73.9189509056343,40.87334927395039
-73.91895262561715,40.873348423676084
-73.91895413108796,40.87334736460508
-73.91895537856715,40.87334612732443
-73.91895633202624,40.8733447475681
-73.91895696392834,40.87334326518491
-73.9189572560235,40.87334172298764
-73.91895719987572,40.87334016551651
-73.91895679710662,40.87333863775294
-73.91895605934864,40.87333718382031
-73.91895500790899,40.873335845709725
-73.91895367315438,40.87333466206718
-73.91894814489918,40.87333294093181
-73.91894301235547,40.87333061864359
-73.91893838819809,40.873327746183826
-73.9189343739412,40.87332438661166
-73.9189310577098,40.87332061367988
-73.91892851230504,40.87331651021572
-73.91891581319179,40.8733244137316
-73.91889712993499,40.87332690205341
-73.91888247982261,40.87332689175644
-73.91887149110988,40.873327718462896
-73.91886415724967,40.873334385740876
-73.91886012067624,40.873340777416466
-73.91884839620361,40.87334410505417
-73.91883850430477,40.87334604404269
-73.91882934850317,40.873345203841936
-73.9188212902824,40.8733457541819
-73.91881139726205,40.87334824934308
-73.91879967618043,40.87334879710451
-73.91878759190433,40.87334712040864
-73.91877587467555,40.87334433346103
-73.91876599252414,40.873337930818764
-73.91875831278344,40.873328194346726
-73.9187477018353,40.873320402928115
